Village_List,Vilage_List_Description,Cell_List,Cell_List_Description,Sector_List,Sector_List_Description,District_List,District_List_Description,Province_List,Province_List_Description
OL01004729,Muhombo,OL02001625,Mwoya,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004731,Mwoya,OL02001625,Mwoya,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004733,Nkomero,OL02001625,Mwoya,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004735,Nyagashubi,OL02001625,Mwoya,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004737,Bihembe,OL02001630,Nkakwa,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004739,Kaduha,OL02001630,Nkakwa,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004741,Nkakwa,OL02001630,Nkakwa,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004743,Nyarubuye,OL02001630,Nkakwa,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004745,Rarire,OL02001630,Nkakwa,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004747,Rubuga,OL02001630,Nkakwa,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004749,Muriza,OL02001635,Nyagisozi,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004751,Nyagishayo,OL02001635,Nyagisozi,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004753,Nyamiyaga,OL02001635,Nyagisozi,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004755,Ryabidandi,OL02001635,Nyagisozi,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004757,Uwimfizi,OL02001635,Nyagisozi,OL03000345,Nyagisozi,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004759,Gahotora,OL02001640,Gitita,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004761,Kibyibushye,OL02001640,Gitita,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004763,Nyacyonga,OL02001640,Gitita,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004765,Ruganza,OL02001640,Gitita,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004767,Rusagara,OL02001640,Gitita,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004769,Ryanyaruja,OL02001640,Gitita,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004771,Busenyi,OL02001645,Kabere,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004773,Gambiriro,OL02001645,Kabere,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004775,Mukaka,OL02001645,Kabere,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004777,Murambi,OL02001645,Kabere,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004779,Nshenyi,OL02001645,Kabere,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004781,Uwigisura,OL02001645,Kabere,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004783,Cyivugiza,OL02001650,Remera,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004785,Gitwa,OL02001650,Remera,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004787,Kirwa,OL02001650,Remera,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004789,Mutumba,OL02001650,Remera,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004791,Uwinyana,OL02001650,Remera,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004793,Rukarakara,OL02001655,Ruyenzi,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004795,Ruvuru,OL02001655,Ruyenzi,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004797,Ruyenzi,OL02001655,Ruyenzi,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004799,Tambananga,OL02001655,Ruyenzi,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004801,Zirambi,OL02001655,Ruyenzi,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004803,Gakaranka,OL02001660,Uwumusebeya,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004805,Mubuga,OL02001660,Uwumusebeya,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004807,Rugote,OL02001660,Uwumusebeya,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004809,Uwimbogo,OL02001660,Uwumusebeya,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004811,Yanza,OL02001660,Uwumusebeya,OL03000350,Ruheru,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004813,Bukoro,OL02001665,Gabiro,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004815,Kageyo,OL02001665,Gabiro,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004817,Kansi,OL02001665,Gabiro,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004819,Nyamirambo,OL02001665,Gabiro,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004821,Ryamuhumbi,OL02001665,Gabiro,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004823,Giseke,OL02001670,Giseke,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004825,Kabari,OL02001670,Giseke,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004827,Kidogo,OL02001670,Giseke,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004829,Matyazo,OL02001670,Giseke,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004831,Tugogo,OL02001670,Giseke,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004833,Gisorora,OL02001675,Nyarugano,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004835,Kinyonyo,OL02001675,Nyarugano,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004837,Nyarugano,OL02001675,Nyarugano,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004839,Uruyange,OL02001675,Nyarugano,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004841,Rugogwe,OL02001680,Rugogwe,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004843,Rugusa,OL02001680,Rugogwe,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004845,Titi,OL02001680,Rugogwe,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004847,Bugizi,OL02001685,Ruramba,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004849,Busasamana,OL02001685,Ruramba,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004851,Karambi,OL02001685,Ruramba,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004853,Ruramba,OL02001685,Ruramba,OL03000355,Ruramba,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004855,Bunge,OL02001690,Bunge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004857,Jali,OL02001690,Bunge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004859,Nyanzoga,OL02001690,Bunge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004861,Toraniro,OL02001690,Bunge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004863,Cyuna,OL02001695,Cyuna,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004865,Kiramutse,OL02001695,Cyuna,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004867,Remera,OL02001695,Cyuna,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004869,Uwamuhizi,OL02001695,Cyuna,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004871,Jali,OL02001700,Gikunzi,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004873,Kibu,OL02001700,Gikunzi,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004875,Munanira,OL02001700,Gikunzi,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004877,Rwabujagi,OL02001700,Gikunzi,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004879,Gihango,OL02001705,Mariba,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004881,Kabuye,OL02001705,Mariba,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004883,Miko,OL02001705,Mariba,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004885,Rasaniro,OL02001705,Mariba,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004887,Akabacura,OL02001710,Raranzige,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004889,Gasave,OL02001710,Raranzige,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004891,Karimba,OL02001710,Raranzige,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004893,Ntanda,OL02001710,Raranzige,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004895,Nyamugari,OL02001710,Raranzige,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004897,Kabacuzi,OL02001715,Rusenge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004899,Kamusindi,OL02001715,Rusenge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004901,Kavumu,OL02001715,Rusenge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004903,Runyinya,OL02001715,Rusenge,OL03000360,Rusenge,OL04000030,Nyaruguru,OL05000010,Amajyepfo
OL01004905,Byimana,OL02001720,Nyakibanda,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004907,Kamabuye,OL02001720,Nyakibanda,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004909,Karambo,OL02001720,Nyakibanda,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004911,Kigarama,OL02001720,Nyakibanda,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004913,Akagahaya,OL02001725,Nyumba,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004915,Busoro,OL02001725,Nyumba,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004917,Gasyankingi,OL02001725,Nyumba,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004919,Gishamvu,OL02001725,Nyumba,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004921,Mirambi,OL02001725,Nyumba,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004923,Nyagatama,OL02001725,Nyumba,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004925,Gakombe,OL02001730,Ryakibogo,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004927,Gasekebuye,OL02001730,Ryakibogo,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004929,Gitwa,OL02001730,Ryakibogo,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004931,Impinga,OL02001730,Ryakibogo,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004933,Kadahokwa,OL02001730,Ryakibogo,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004935,Kidahire,OL02001730,Ryakibogo,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004937,Kiduha,OL02001730,Ryakibogo,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004939,Akabere,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004941,Cyambwe,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004943,Kabeza,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004945,Karubare,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004947,Kinyovi,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004949,Rebero,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004951,Rusasa,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004953,Umunyinya,OL02001735,Shori,OL03000365,Gishamvu,OL04000035,Huye,OL05000010,Amajyepfo
OL01004955,Agacyamu,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004957,Agasharu,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004959,Akagarama,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004961,Akaruzi,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004963,Kigarama,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004965,Munini,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004967,Nkamatira,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004969,Nyarutovu,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004971,Nyarwumba,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004973,Rugerero,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004975,Rwankoni,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004977,Rwaza,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004979,Shuni,OL02001740,Muyogoro,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004981,Gatongati,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004983,Kamutima,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004985,Karuhinda,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004987,Kigarama,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004989,Kinyana,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004991,Kinyinya,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004993,Mbuba,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004995,Munanira,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004997,Nyarunazi,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01004999,Rugarama,OL02001745,Nyakagezi,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005001,Agacyamu,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005003,Agahenerezo,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005005,Agakombe,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005007,Agasharu,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005009,Gitwa,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005011,Kanazi,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005013,Kaseramba,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005015,Kubutare,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005017,Magonde,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005019,Nyagasambu,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005021,Nyanza,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005023,Rugarama,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005025,Sabaderi,OL02001750,Rukira,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005027,Gako,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005029,Gasongati,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005031,Gikombe,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005033,Kabagendera,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005035,Karambo,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005037,Karuhayi,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005039,Kigarama,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005041,Ngobagoba,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005043,Rwezamenyo,OL02001755,Sovu,OL03000370,Huye,OL04000035,Huye,OL05000010,Amajyepfo
OL01005045,Kibingo,OL02001760,Buhoro,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005047,Mataba,OL02001760,Buhoro,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005049,Mitsinda,OL02001760,Buhoro,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005051,Nyamapfunda,OL02001760,Buhoro,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005053,Nyamikaba,OL02001760,Buhoro,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005055,Agatenderi,OL02001765,Bunazi,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005057,Akarehe,OL02001765,Bunazi,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005059,Ikigarama,OL02001765,Bunazi,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005061,Kinani,OL02001765,Bunazi,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005063,Rwezamenyo,OL02001765,Bunazi,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005065,Akarambo,OL02001770,Gahororo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005067,Mavumba,OL02001770,Gahororo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005069,Mukongoro,OL02001770,Gahororo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005071,Nyarusange,OL02001770,Gahororo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005073,Sangano,OL02001770,Gahororo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005075,Umuyange,OL02001770,Gahororo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005077,Uwarugondo,OL02001770,Gahororo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005079,Agasharu,OL02001775,Kibingo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005081,Agatovu,OL02001775,Kibingo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005083,Mukimba,OL02001775,Kibingo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005085,Nkoto,OL02001775,Kibingo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005087,Nyesonga,OL02001775,Kibingo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005089,Zaga,OL02001775,Kibingo,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005091,Butare,OL02001780,Muhembe,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005093,Cyetete,OL02001780,Muhembe,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005095,Kaburemera,OL02001780,Muhembe,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005097,Rugege,OL02001780,Muhembe,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005099,Uwimpundu,OL02001780,Muhembe,OL03000375,Karama,OL04000035,Huye,OL05000010,Amajyepfo
OL01005101,Birambo,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005103,Gihanda,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005105,Gishihe,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005107,Kababaji,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005109,Kabingo,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005111,Kamyuga,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005113,Karambi,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005115,Kavumu,OL02001785,Gishihe,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005117,Bande,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005119,Buremera,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005121,Kamihuro,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005123,Karuhimbana,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005125,Kinyata,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005127,Mahwa,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005129,Mbogo,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005131,Sekera,OL02001790,Kabatwa,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005133,Kabingo,OL02001795,Kabuga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005135,Kagina,OL02001795,Kabuga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005137,Kanyamugira,OL02001795,Kabuga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005139,Nyarunazi,OL02001795,Kabuga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005141,Ruhungu,OL02001795,Kabuga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005143,Rwabuye,OL02001795,Kabuga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005145,Sanzu,OL02001795,Kabuga,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005147,Gasura,OL02001800,Karambi,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005149,Gituntu,OL02001800,Karambi,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005151,Gitwa,OL02001800,Karambi,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005153,Kagarama,OL02001800,Karambi,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005155,Kigarama,OL02001800,Karambi,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005157,Nyarunyinya,OL02001800,Karambi,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005159,Rebo,OL02001800,Karambi,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005161,Gatovu,OL02001805,Musebeya,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005163,Kabacuzi,OL02001805,Musebeya,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005165,Kabakobwa,OL02001805,Musebeya,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005167,Nyagasozi,OL02001805,Musebeya,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005169,Nyarurembo,OL02001805,Musebeya,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005171,Rusenyi,OL02001805,Musebeya,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005173,Kabugabo,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005175,Kabumba,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
OL01005177,Karambi,OL02001810,Nyabisindu,OL03000380,Kigoma,OL04000035,Huye,OL05000010,Amajyepfo
